k,x1,x2,f,grad_norm,error
221,2.8930058203947357,0.4818823244577217,0.0001339815937798537,0.0205954147641171,0.1085173010927696
222,2.893028877036834,0.48220330076679774,0.00013097460915981074,0.005753886202043491,0.10844142959034543
223,2.893358755839345,0.48206010509383357,0.00013032671131554593,0.012313019776463631,0.10813970032035752
224,2.8934479682697685,0.4824344020724624,0.0001302402190833426,0.015634962443502376,0.10799021111374947
225,2.893559777209975,0.48221719379152383,0.00012842389769611643,0.0052973972380920276,0.1079154725896079
226,2.8940985819659075,0.48260211548277154,0.00012807123188550326,0.019764552431609204,0.10732099853852659
227,2.8942201289380294,0.4823182196832612,0.0001252988532681495,0.0055521350318413045,0.10724750102942511
228,2.8944771804063056,0.4825513278121077,0.00012467988883986403,0.011826219786803613,0.10695569931576294
229,2.8946759799983486,0.48223978288722996,0.00012458882735402895,0.015009342655014225,0.1068109287535737
230,2.8947103383564494,0.48247177338878666,0.00012291193626141425,0.005117377641939402,0.10673870702396303
231,2.8953240298569582,0.48229132042438083,0.0001225412501663364,0.018967689681546978,0.10616334611201231
232,2.8953464603004995,0.48258684054513207,0.0001199847426378468,0.005360332876508951,0.10609232532957127
233,2.8956548340705153,0.48245590331741245,0.00011939198612067077,0.011359866634005782,0.10580977734245395
234,2.895739383329729,0.4828006836296777,0.00011929652978774234,0.014409545687659623,0.10566973394530527
235,2.895843489637414,0.4826010489206145,0.00011774792074138005,0.004946418359476969,0.10559972608664456
236,2.8963491656563187,0.4829568430912048,0.00011736006052184166,0.01820358222021185,0.10504268017124788
237,2.8964622605759227,0.48269586317415913,0.00011500217692888511,0.0051778800360466025,0.10497379023516085
238,2.896703858169483,0.48291117432238506,0.00011443333842329528,0.010913245769025463,0.10470014746938126
239,2.896889329833698,0.4826249789105748,0.00011433375112047467,0.013834724918320268,0.10456434220135419
240,2.896922237639961,0.48283862697999647,0.00011290315378927526,0.00478394260211987,0.10449659237068148
241,2.8974972206057763,0.48267434061996983,0.00011249917631814298,0.017470754521423392,0.10395671337866409
242,2.8975191824674904,0.4829464362860868,0.0001103241021763438,0.00500419195455429,0.10389004763439096
243,2.8978081834063056,0.48282685984931417,0.00010977719508238974,0.010485337361299715,0.10362472736443924
244,2.897888645167582,0.4831444939657219,0.00010967378050623926,0.013283617360526403,0.10349317305689082
245,2.897985760587342,0.4829610592232064,0.0001083518112357306,0.004629395705387929,0.10342741679911678
246,2.898461735526614,0.483290167095361,0.00010793301909395382,0.016768056709098558,0.10290402163165556
247,2.8985671414625007,0.48305030452431996,0.00010592619177838042,0.004838760936718189,0.10283927735941473
248,2.898794878328673,0.48324929026175567,0.00010539953726096522,0.010075487538331382,0.10258198150378563
249,2.8989682561682684,0.48298646654605787,0.00010529264526273491,0.012755438091078024,0.10245425116738227
250,2.8989999151880106,0.48318323971329313,0.0001040706553737414,0.004482292844942841,0.10239052963321175
251,2.8995399477586994,0.4830339550756708,0.00010363842352685904,0.01609414190553695,0.10188262254525648
252,2.8995615575403675,0.4832844958202973,0.00010178648371075724,0.004681089732942712,0.1018198841273087
253,2.899833037469947,0.483175432784235,0.00010127861235885842,0.009682780809777781,0.10157010605731824
254,2.899909887077601,0.48346809807093627,0.0001011686033156161,0.012249045736690937,0.10144621474560206
255,2.900000640608758,0.48329959156818314,0.00010003868362496975,0.004342165532949534,0.101384296222089
256,2.9004498581997735,0.4836042283676715,9.95945016471512e-05,0.015447947445780362,0.10089128832493253
257,2.900548253254637,0.48338381986649864,9.788514485059092e-05,0.004530744401509165,0.10083028995759556
258,2.9007634971006953,0.4835678204082324,9.739480576025756e-05,0.009306617306889177,0.10058777278486598
259,2.9009258698750218,0.4833265359024702,9.728205870648478e-05,0.011763712553860689,0.10046734626251823
